laureate,laureateLabel,prize,prizeLabel,awardDate,awardYear,citizenshipLabel,genderLabel,birthDate,birthYear,occupationLabel
http://www.wikidata.org/entity/Q156480,Аксель Хуго Теодор Теорелль,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1955-01-01T00:00:00Z,1955,Швеция,мужской пол,1903-07-06T00:00:00Z,1903,биохимик
http://www.wikidata.org/entity/Q33128,Винсент дю Виньо,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1955-01-01T00:00:00Z,1955,США,мужской пол,1901-05-18T00:00:00Z,1901,химик
http://www.wikidata.org/entity/Q33128,Винсент дю Виньо,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1955-01-01T00:00:00Z,1955,США,мужской пол,1901-05-18T00:00:00Z,1901,преподаватель университета
http://www.wikidata.org/entity/Q33128,Винсент дю Виньо,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1955-01-01T00:00:00Z,1955,США,мужской пол,1901-05-18T00:00:00Z,1901,биохимик
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания,мужской пол,1881-12-23T00:00:00Z,1881,писатель
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания,мужской пол,1881-12-24T00:00:00Z,1881,писатель
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания,мужской пол,1881-12-23T00:00:00Z,1881,поэт
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания,мужской пол,1881-12-24T00:00:00Z,1881,поэт
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания,мужской пол,1881-12-23T00:00:00Z,1881,либреттист
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания,мужской пол,1881-12-24T00:00:00Z,1881,либреттист
http://www.wikidata.org/entity/Q949,Джон Бардин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1908-05-23T00:00:00Z,1908,физик
http://www.wikidata.org/entity/Q949,Джон Бардин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1908-05-23T00:00:00Z,1908,изобретатель
http://www.wikidata.org/entity/Q949,Джон Бардин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1908-05-23T00:00:00Z,1908,инженер-электрик
http://www.wikidata.org/entity/Q949,Джон Бардин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1908-05-23T00:00:00Z,1908,преподаватель университета
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1910-02-13T00:00:00Z,1910,физик
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,Великобритания,мужской пол,1910-02-13T00:00:00Z,1910,физик
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1910-02-13T00:00:00Z,1910,изобретатель
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,Великобритания,мужской пол,1910-02-13T00:00:00Z,1910,изобретатель
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1910-02-13T00:00:00Z,1910,преподаватель университета
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,Великобритания,мужской пол,1910-02-13T00:00:00Z,1910,преподаватель университета
http://www.wikidata.org/entity/Q184577,Уолтер Хаузер Браттейн,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1902-02-10T00:00:00Z,1902,физик
http://www.wikidata.org/entity/Q184577,Уолтер Хаузер Браттейн,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США,мужской пол,1902-02-10T00:00:00Z,1902,изобретатель
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-09-24T00:00:00Z,1895,врач
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Франция,мужской пол,1895-09-24T00:00:00Z,1895,врач
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-09-24T00:00:00Z,1895,психолог
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Франция,мужской пол,1895-09-24T00:00:00Z,1895,психолог
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-09-24T00:00:00Z,1895,физиолог
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Франция,мужской пол,1895-09-24T00:00:00Z,1895,физиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,врач
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,врач
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,врач
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,хирург
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,хирург
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,хирург
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,преподаватель университета
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,преподаватель университета
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,преподаватель университета
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,физиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,физиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,физиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,кардиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,кардиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,кардиолог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,военный врач
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,военный врач
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,военный врач
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя,мужской пол,1904-08-29T00:00:00Z,1904,уролог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ,мужской пол,1904-08-29T00:00:00Z,1904,уролог
http://www.wikidata.org/entity/Q77152,Вернер Форсман,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх,мужской пол,1904-08-29T00:00:00Z,1904,уролог
http://www.wikidata.org/entity/Q312963,Дикинсон Ричардс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-10-30T00:00:00Z,1895,врач
http://www.wikidata.org/entity/Q312963,Дикинсон Ричардс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-10-30T00:00:00Z,1895,исследователь
http://www.wikidata.org/entity/Q312963,Дикинсон Ричардс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-10-30T00:00:00Z,1895,физиолог
http://www.wikidata.org/entity/Q312963,Дикинсон Ричардс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США,мужской пол,1895-10-30T00:00:00Z,1895,интернист
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,СССР,мужской пол,1896-04-15T00:00:00Z,1896,политик
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Российская империя,мужской пол,1896-04-15T00:00:00Z,1896,политик
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,СССР,мужской пол,1896-04-15T00:00:00Z,1896,профессор
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Российская империя,мужской пол,1896-04-15T00:00:00Z,1896,профессор
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,СССР,мужской пол,1896-04-15T00:00:00Z,1896,физик
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Российская империя,мужской пол,1896-04-15T00:00:00Z,1896,физик
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,СССР,мужской пол,1896-04-15T00:00:00Z,1896,химик
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Российская империя,мужской пол,1896-04-15T00:00:00Z,1896,химик
http://www.wikidata.org/entity/Q48986,Сирил Норман Хиншелвуд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Великобритания,мужской пол,1897-06-19T00:00:00Z,1897,химик
http://www.wikidata.org/entity/Q48986,Сирил Норман Хиншелвуд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Великобритания,мужской пол,1897-06-19T00:00:00Z,1897,художник
http://www.wikidata.org/entity/Q48986,Сирил Норман Хиншелвуд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Великобритания,мужской пол,1897-06-19T00:00:00Z,1897,физико-химик
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,актёр
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,писатель
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,поэт
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,драматург
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,футболист
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,журналист
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,философ
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,публицист
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,романист
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,эссеист
http://www.wikidata.org/entity/Q34670,Альбер Камю,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция,мужской пол,1913-11-07T00:00:00Z,1913,боец французского Сопротивления
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США,мужской пол,1926-11-24T00:00:00Z,1926,физик
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань),мужской пол,1926-11-24T00:00:00Z,1926,физик
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика,мужской пол,1926-11-24T00:00:00Z,1926,физик
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США,мужской пол,1926-11-24T00:00:00Z,1926,преподаватель университета
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань),мужской пол,1926-11-24T00:00:00Z,1926,преподаватель университета
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика,мужской пол,1926-11-24T00:00:00Z,1926,преподаватель университета
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США,мужской пол,1926-11-24T00:00:00Z,1926,физик-теоретик
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань),мужской пол,1926-11-24T00:00:00Z,1926,физик-теоретик
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика,мужской пол,1926-11-24T00:00:00Z,1926,физик-теоретик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США,мужской пол,1922-10-01T00:00:00Z,1922,физик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китай,мужской пол,1922-10-01T00:00:00Z,1922,физик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань),мужской пол,1922-10-01T00:00:00Z,1922,физик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика,мужской пол,1922-10-01T00:00:00Z,1922,физик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США,мужской пол,1922-10-01T00:00:00Z,1922,преподаватель университета
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китай,мужской пол,1922-10-01T00:00:00Z,1922,преподаватель университета
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань),мужской пол,1922-10-01T00:00:00Z,1922,преподаватель университета
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика,мужской пол,1922-10-01T00:00:00Z,1922,преподаватель университета
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США,мужской пол,1922-10-01T00:00:00Z,1922,физик-теоретик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китай,мужской пол,1922-10-01T00:00:00Z,1922,физик-теоретик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань),мужской пол,1922-10-01T00:00:00Z,1922,физик-теоретик
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика,мужской пол,1922-10-01T00:00:00Z,1922,физик-теоретик
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,врач
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,врач
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,аптекарь
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,аптекарь
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,эсперантист
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,эсперантист
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,преподаватель университета
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,преподаватель университета
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,фармаколог
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,фармаколог
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,биохимик
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,биохимик
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия,мужской пол,1907-03-23T00:00:00Z,1907,учёный в области нейронаук
http://www.wikidata.org/entity/Q115448,Даниеле Бове,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария,мужской пол,1907-03-23T00:00:00Z,1907,учёный в области нейронаук
http://www.wikidata.org/entity/Q157242,Александер Робертус Тодд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1957-01-01T00:00:00Z,1957,Великобритания,мужской пол,1907-10-02T00:00:00Z,1907,политик
http://www.wikidata.org/entity/Q157242,Александер Робертус Тодд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1957-01-01T00:00:00Z,1957,Великобритания,мужской пол,1907-10-02T00:00:00Z,1907,физик
http://www.wikidata.org/entity/Q157242,Александер Робертус Тодд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1957-01-01T00:00:00Z,1957,Великобритания,мужской пол,1907-10-02T00:00:00Z,1907,химик
http://www.wikidata.org/entity/Q157242,Александер Робертус Тодд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1957-01-01T00:00:00Z,1957,Великобритания,мужской пол,1907-10-02T00:00:00Z,1907,преподаватель университета
http://www.wikidata.org/entity/Q157242,Александер Робертус Тодд,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1957-01-01T00:00:00Z,1957,Великобритания,мужской пол,1907-10-02T00:00:00Z,1907,биохимик
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,СССР,мужской пол,1890-02-10T00:00:00Z,1890,сценарист
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,Российская империя,мужской пол,1890-02-10T00:00:00Z,1890,сценарист
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,СССР,мужской пол,1890-02-10T00:00:00Z,1890,писатель
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,Российская империя,мужской пол,1890-02-10T00:00:00Z,1890,писатель
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,СССР,мужской пол,1890-02-10T00:00:00Z,1890,композитор
